data_collection_year,geo_level_1,geo_level_2,geo_level_3,geo_level_4,geo_level_5,geo_level_6,geo_level_7,water_point_id,num_families_in_community,families_with_access_to_improved_water,families_without_access_to_improved_water,water_point_type,age_since_original_construction,risk_based_on_age,risk_based_on_current_condition,level_of_service,level_of_priority_to_repair_or_replace,level_of_service_score,alert,components,recommended_activity,remaining_lifespan_of_spring_protection,remaining_lifespan_of_taps,remaining_lifespan_of_well,remaining_lifespan_of_pump,remaining_lifespan_of_apron,state_of_spring_protection,state_of_taps,state_of_well,state_of_pump,state_of_apron,overall_state_of_water_point,water_point_improved,source_protected,number_of_users_meets_govt_standard,adequate_water_quality,adequate_water_quantity,out_of_service_one_day_or_less_in_past_month,water_available_from_point_on_day_of_visit,water_point_in_good_overall_condition,presense_of_spring_protection,year_spring_protection_constructed_or_reconstructed,presense_of_tap,year_taps_constructed_or_reconstructed,presense_of_well,year_well_constructed_or_reconstructed,presense_of_pump,year_pump_constructed_or_reconstructed,presense_of_apron,year_apron_constructed_or_reconstructed,days_out_of_service_in_last_year
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Dakshin Gangadharpur,, ,2593,2593, ,Mark Ii Handpump,2015,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Dakshin Gangadharpur,, ,2593,2593, ,Temple Pump (Mandir Pump),2011,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,4,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,14,4,14, , ,1,1,1,1,1,1,0,0,0,0,1,1, , , , ,1,2011,1,2011,1,2011,9
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Dakshin Gangadharpur,, ,2593,2593, ,Mark Ii Handpump,2014,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,2014,1,2014,1,2014,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Dakshin Gangadharpur,, ,2593,2593, ,Mark Ii Handpump,2009,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,12,2,12, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,2009,1,2009,1,2009,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Dakshin Gangadharpur,, ,2593,2593, ,Mark Ii Handpump,2017,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,20,10,20, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,2017,1,2017,1,2017,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Dakshin Gangadharpur,, ,2593,2593, ,Mark Ii Handpump,2017,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,20,10,20, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,2017,1,2017,1,2017,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Dakshin Gangadharpur,, ,2593,2593, ,Mark Ii Handpump,2015,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Dakshin Gangadharpur,, ,2593,2593, ,Temple Pump (Mandir Pump),2016,Low Risk,High Risk,Basic Level of Service,High Priority,4,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,19,9,19, , ,3,1,1,1,1,1,0,0,0,1,0,1, , , , ,1,2016,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Dakshin Gangadharpur,, ,2593,2593, ,Mark Ii Handpump,2014,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,2014,1,2014,1,2014,1
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Dakshin Gangadharpur,, ,2593,2593, ,Mark Ii Handpump,2016,Low Risk,Low Risk,Basic Level of Service,Medium Priority,4,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,2,1,1,1,1,1,0,0,0,0,1,1, , , , ,1,2016,1,2016,1,2016,4
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Dakshin Gangadharpur,, ,2593,2593, ,Mark Ii Handpump,2014,Low Risk,High Risk,Basic Level of Service,High Priority,4,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,17,7,17, , ,3,1,1,1,1,1,0,0,0,1,0,1, , , , ,1,2014,1,2014,1,2014,1
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Dakshin Gangadharpur,, ,2593,2593, ,Mark Ii Handpump,2016,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,2,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Dakshin Gangadharpur,, ,2593,2593, ,Mark Ii Handpump,2010,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,13,3,13, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,2010,1,2010,1,2010,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Dakshin Gangadharpur,, ,2593,2593, ,Temple Pump (Mandir Pump),2001,Medium Risk,High Risk,Inadequate Level of Service,High Priority,2,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,4,8,18, , ,3,2,1,2,1,1,0,0,0,0,0,0, , , , ,1,2001,1,2015,1,2015,36
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Dakshin Gangadharpur,, ,2593,2593, ,Mark Ii Handpump,2012,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,4,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,15,5,15, , ,1,1,2,1,1,1,0,0,0,0,1,1, , , , ,1,2012,1,2012,1,2012,4
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Dakshin Gangadharpur,, ,2593,2593, ,Temple Pump (Mandir Pump),2012,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,15,10,15, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,2012,1,2017,1,2012,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Dakshin Gangadharpur,, ,2593,2593, ,Temple Pump (Mandir Pump),2013,Low Risk,Low Risk,Basic Level of Service,Medium Priority,4,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,9,16, , ,1,2,1,1,1,1,0,0,0,0,1,1, , , , ,1,2013,1,2016,1,2013,4
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Malaya,, ,376,376, ,Mark Ii Handpump,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Malaya,, ,376,376, ,Temple Pump (Mandir Pump),2014,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2014,1,2014,1,2014,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Malaya,, ,376,376, ,Mark Ii Handpump,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Malaya,, ,376,376, ,Mark Ii Handpump,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Malaya,, ,376,376, ,Mark Ii Handpump,2013,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2013,1,2013,1,2013,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Malaya,, ,376,376, ,Mark Ii Handpump,2007,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,10,0,10, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2007,1,2007,1,2007,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Malaya,, ,376,376, ,Mark Ii Handpump,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9, , , ,1,1, ,1,1,1,1,0,0,1,1,1, , , , ,1,2016,1,2016,0, ,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Malaya,, ,376,376, ,Temple Pump (Mandir Pump),2013,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,17, , ,1,1,1,2,1,1,1,0,0,1,1,0, , , , ,1,2013,1,2013,1,2014,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Malaya,, ,376,376, ,Mark Ii Handpump,2012,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,15,5,15, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2012,1,2012,1,2012,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Mashusudanpur,, ,503,503, ,Temple Pump (Mandir Pump),2012,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,15,10,15, , ,1,1,1,2,1,1,1,0,0,1,1,0, , , , ,1,2012,1,2017,1,2012,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Mashusudanpur,, ,503,503, ,Phe 6 Handpump,2012,Low Risk,Medium Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,15,8,17, , ,1,1,2,2,1,1,1,0,0,1,1,0, , , , ,1,2012,1,2015,1,2014,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Mashusudanpur,, ,503,503, ,Temple Pump (Mandir Pump),2017,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,20,10,20, , ,1,1,1,2,1,1,1,0,0,1,1,0, , , , ,1,2017,1,2017,1,2017,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Mashusudanpur,, ,503,503, ,Phe 6 Handpump,2012,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,15,8,18, , ,1,1,1,2,1,1,1,0,0,1,1,0, , , , ,1,2012,1,2015,1,2015,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Mashusudanpur,, ,503,503, ,Mark Ii Handpump,2011,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,14,4,15, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2011,1,2011,1,2012,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Mashusudanpur,, ,503,503, ,Mark Ii Handpump,2017,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,20,10, , , ,1,1, ,1,1,1,1,0,0,1,1,1, , , , ,1,2017,1,2017,0, ,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Mashusudanpur,, ,503,503, ,Mark Ii Handpump,2013,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,17, , ,1,1,2,1,1,1,1,0,0,1,1,1, , , , ,1,2013,1,2013,1,2014,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Mashusudanpur,, ,503,503, ,Mark Ii Handpump,2012,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,15,5,15, , ,1,1,1,1,1,0,1,0,0,1,1,1, , , , ,1,2012,1,2012,1,2012,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Mashusudanpur,, ,503,503, ,Mark Ii Handpump,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Mashusudanpur,, ,503,503, ,Mark Ii Handpump,2014,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2014,1,2014,1,2014,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Mashusudanpur,, ,503,503, ,Phe 6 Handpump,2009,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,12,2,12, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2009,1,2009,1,2009,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Mashusudanpur,, ,503,503, ,Mark Ii Handpump,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Neilerhat,, ,328,328, ,Temple Pump (Mandir Pump),2012,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,15,5,15, , ,1,1,1,2,1,1,1,0,0,1,1,0, , , , ,1,2012,1,2012,1,2012,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Ramdevpur,, ,49,49, ,Phe 6 Handpump,2007,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,10,0,10, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2007,1,2007,1,2007,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Gangadharpur,Ramdevpur,, ,49,49, ,Phe 6 Handpump,2010,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,13,3,13, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2010,1,2010,1,2010,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2014,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2014,1,2014,1,2014,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,2012,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,15,5,15, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2012,1,2012,1,2012,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,1999,High Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Well, Pump, Apron",Further Technical Diagnostic Needed , , ,2,-8,2, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,1999,1,1999,1,1999,4
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2017,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,20,10,20, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2017,1,2017,1,2017,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,2017,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,20,10,20, , ,1,1,2,1,1,1,1,0,0,1,1,1, , , , ,1,2017,1,2017,1,2017,1
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,1985,High Risk,High Risk,Basic Level of Service,High Priority,4,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,-12,-22,19, , ,3,1,1,2,1,1,1,0,0,1,0,0, , , , ,1,1985,1,1985,1,2016,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,2013,Low Risk,High Risk,Basic Level of Service,High Priority,4,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,16,6,16, , ,3,2,1,2,1,1,1,0,0,1,0,0, , , , ,1,2013,1,2013,1,2013,1
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2012,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,15,5,15, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2012,1,2012,1,2012,1
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,1985,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,6,Consider Replacing Aging Components,"Well, Pump,  ",Further Technical Diagnostic Needed , , ,-12,-22,18, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1985,1,1985,1,2015,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,1975,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,6,Consider Replacing Aging Components,"Well, Pump,  ",Further Technical Diagnostic Needed , , ,-22,-32,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1975,1,1975,1,2016,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2014,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2014,1,2014,1,2014,1
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Temple Pump (Mandir Pump),1993,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,6,Consider Replacing Aging Components,"Well, Pump,  ",Further Technical Diagnostic Needed , , ,-4,-14,18, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1993,1,1993,1,2015,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Temple Pump (Mandir Pump),1980,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,6,Consider Replacing Aging Components,"Well, Pump,  ",Further Technical Diagnostic Needed , , ,-17,-27,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1980,1,1980,1,2016,1
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Temple Pump (Mandir Pump),1993,High Risk,High Risk,Basic Level of Service,High Priority,5,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,-4,-14,-4, , ,3,1,1,1,1,1,1,0,0,1,0,1, , , , ,1,1993,1,1993,1,1993,1
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,1980,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,6,Consider Replacing Aging Components,"Well, Pump,  ",Further Technical Diagnostic Needed , , ,-17,0,10, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1980,1,2007,1,2007,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,1993,High Risk,High Risk,Basic Level of Service,High Priority,4,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,-4,-14,13, , ,3,1,1,2,1,1,1,0,0,1,0,0, , , , ,1,1993,1,1993,1,2010,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2014,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2014,1,2014,1,2014,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,1970,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,6,Consider Replacing Aging Components,"Well, Pump,  ",Further Technical Diagnostic Needed , , ,-27,-37,11, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1970,1,1970,1,2008,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,2013,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,2013,1,2013,1,2013,4
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2013,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2013,1,2013,1,2016,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,1987,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,6,Consider Replacing Aging Components,"Well, Pump,  ",Further Technical Diagnostic Needed , , ,-10,-20,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1987,1,1987,1,2016,0
